10	0.000002	0.000006	0.000002	0.000002
100	0.000019	0.000032	0.000008	0.000009
1000	0.001174	0.000408	0.000139	0.000662
10000	0.071437	0.002626	0.000868	0.02716
100000	5.4117	0.027984	0.010467	2.6689

